"","x","y","sst","bt","sal","mld","depth","chl"
"60",-1.1,61.9,-0.944861116539996,-1.97336114363089,0.460446243162494,0.195150927841051,NA,-0.377125289058425
"61",-0.899999999999999,61.9,-0.869450695865528,-1.2632079712052,0.47246000779013,0.175888486620827,NA,-0.360904078933566
"62",-0.699999999999999,61.9,-0.735022144635111,-0.621444080634194,0.481871967520979,0.171906104247689,NA,-0.344613064781306
"63",-0.5,61.9,-0.723136184184629,-0.284032274853745,0.487817390632677,0.1926426445445,NA,-0.352860706678826
"64",-0.299999999999999,61.9,-0.864233409129733,-0.0697707082190843,0.491216613937996,0.292822596030101,NA,-0.306609655957456
"65",-0.0999999999999996,61.9,-0.838121749418199,-0.0240576982791863,0.491055804589442,0.597290624635768,NA,-0.299734921354408
"66",0.100000000000001,61.9,-0.849884738498605,0.00209554421316424,0.478422256072712,0.993810573416339,NA,-0.333327718118692
"67",0.300000000000001,61.9,-0.855824696057755,-0.00432393800488741,0.462972328550594,1.16191197574264,NA,-0.306960217867776
"68",0.5,61.9,-0.89676590625214,-0.0135393278788353,0.441096212435254,1.27694361730799,NA,-0.321518923820114
"69",0.700000000000001,61.9,-0.853395006065785,-0.0552515786682609,0.436723885604649,1.33174384649662,NA,-0.346917609226037
"70",0.9,61.9,-0.863201132542042,-0.0949856230233759,0.437204239330086,1.25071706037826,NA,-0.352410635253551
"71",1.1,61.9,-0.747509431793966,-0.0899257065641718,0.444006580322517,1.06542788959882,NA,-0.311818175454943
"72",1.3,61.9,-0.662838240751349,-0.0855141841536926,0.438725449279882,1.10113192425701,NA,-0.285897265748607
"73",1.5,61.9,-0.935689332326238,-0.107199926313279,0.429349096485973,1.06575860152855,NA,-0.209956171559587
"74",1.7,61.9,-1.23733233476015,-0.18361209209858,0.422788930936046,0.779486810150135,NA,-0.17142320360674
"75",1.9,61.9,-1.04468583435896,-0.233224003516203,0.416880693258835,0.325912021906837,NA,-0.154818084586196
"76",2.1,61.9,-0.994225689961786,-0.367432086110387,0.405848629666952,-0.0117567436750312,NA,-0.153591532844531
"77",2.3,61.9,-1.01184927429597,-0.480385206253494,0.387596510666586,-0.220763496591346,NA,-0.172512766403444
"78",2.5,61.9,-0.991339317265534,-0.589097264957003,0.327597789643593,-0.442584208453614,NA,-0.168708500478669
"79",2.7,61.9,-0.913462493360119,-0.623166549500367,0.167740123793744,-0.667263667670022,NA,-0.126464237269921
"80",2.9,61.9,-0.833223230686989,-0.652680623049284,0.0737949116639845,-0.680870545961005,NA,-0.111830791824374
"81",3.1,61.9,-0.904914640495034,-0.631736121311363,-0.0956741814565642,-0.858687931076815,NA,-0.0932412286000918
"82",3.3,61.9,-0.927272878468888,-0.589624117609055,-0.504069353547562,-0.884243386914966,NA,-0.0856483187879357
"83",3.5,61.9,-0.811310550916001,-0.554812867153564,-1.26927177332142,-0.867730722832578,NA,-0.143045118399018
"84",3.7,61.9,-0.865900932156479,-0.545778615743145,-1.64541624251204,-0.873782677033286,NA,-0.172050864707673
"85",3.9,61.9,-1.02037741108185,-0.541738915215479,-1.69251438580191,-0.857094551258277,NA,-0.148064907992044
"86",4.1,61.9,-1.16591692666089,-0.570321974767742,-1.84073273375105,-0.844516317632279,NA,-0.155623254883025
"87",4.3,61.9,-1.11945891014297,-0.581199496611518,-1.91034091706478,-0.829080691665321,NA,-0.133428569605097
"88",4.5,61.9,-1.0387419452467,-0.568687593598476,-1.91653025049893,-0.794783723406838,NA,-0.0851122045391269
"89",4.7,61.9,-0.915982464129383,-0.24875875380374,-1.85050170049134,-0.840970003964351,NA,-0.0423277710231238
"90",4.9,61.9,-0.799209577843709,NA,NA,NA,NA,0.292208898497698
"91",5.1,61.9,0.573162995090942,NA,NA,NA,NA,0.368343688450175
"92",5.3,61.9,1.06264249467622,NA,NA,NA,NA,0.0325197347237862
"93",5.5,61.9,1.34987164609818,NA,NA,NA,NA,NA
"94",5.7,61.9,0.561317605465986,NA,NA,NA,NA,NA
"95",5.9,61.9,1.01350351961463,NA,NA,NA,NA,NA
"96",6.1,61.9,-3.35710892769127,NA,NA,NA,NA,NA
"97",6.3,61.9,-5.84918089981776,NA,NA,NA,NA,NA
"98",6.5,61.9,-5.2852969623703,NA,NA,NA,NA,NA
"99",6.7,61.9,-5.62060399082357,NA,NA,NA,NA,NA
"100",6.9,61.9,NA,NA,NA,NA,NA,NA
"101",7.1,61.9,NA,NA,NA,NA,NA,NA
"102",7.3,61.9,NA,NA,NA,NA,NA,NA
"103",7.5,61.9,NA,NA,NA,NA,NA,NA
"104",7.7,61.9,NA,NA,NA,NA,NA,NA
"105",7.9,61.9,NA,NA,NA,NA,NA,NA
"106",-12.9,61.7,-0.926918030019017,-1.49053787902784,0.303193141133068,2.39354108305146,NA,-0.362989586967439
"107",-12.7,61.7,-0.970122480882711,-1.48190302867913,0.31809325612098,2.00900042081886,NA,-0.36625923816262
"108",-12.5,61.7,-1.21028454276416,-1.46385488299844,0.329219862655099,2.32661775608451,NA,-0.37231324670344
"109",-12.3,61.7,-1.09203842124166,-1.42410488998423,0.326583066345914,2.61310811605002,NA,-0.36421106615303
"110",-12.1,61.7,-1.02271884649326,-1.3740862000078,0.317445144099375,2.97701351581635,NA,-0.335809058579045
"111",-11.9,61.7,-1.08603909394592,-1.36551555295536,0.318347432559444,3.74533781150627,NA,-0.346552575910145
"112",-11.7,61.7,-1.13177180228314,-1.41210454541584,0.318858276570408,3.8125068403837,NA,-0.387580615564346
"113",-11.5,61.7,-1.0242265228794,-1.51513612075539,0.320432144142407,3.9943549303129,NA,-0.373929910261157
"114",-11.3,61.7,-0.895678593123878,-1.58074812139384,0.317925517837022,3.42882115333088,NA,-0.38102845779323
"115",-11.1,61.7,-0.889807667788547,-1.56906446228649,0.316525352344177,2.62512058173669,NA,-0.38898441274661
"116",-10.9,61.7,-0.93234602173504,-1.59519662262323,0.322900385836341,2.16515627962498,NA,-0.365964128824618
"117",-10.7,61.7,-1.02657173887094,-1.59065773920127,0.328075230124045,2.02441802100896,NA,-0.406365368626929
"118",-10.5,61.7,-1.12633614472513,-1.55296244184111,0.324356823500778,1.89063916778109,NA,-0.380802968892839
"119",-10.3,61.7,-1.13554231922709,-1.53791077754263,0.316697739727893,2.01676715317147,NA,-0.38310920744879
"120",-10.1,61.7,-1.16183394015819,-1.55330250703934,0.31693170945493,1.92662855440338,NA,-0.386307569789204
"121",-9.9,61.7,-1.20933631812268,-1.47872138522337,0.322258544407741,2.21961825418996,NA,-0.378093230116014
"122",-9.7,61.7,-1.2994039272699,-1.56710749825633,0.324736401666893,1.95198921725932,NA,-0.364386706413449
"123",-9.5,61.7,-1.29407905400426,-1.70273665008481,0.340408372812688,1.83142793374394,NA,-0.37264047810157
"124",-9.3,61.7,-1.2547531984073,-1.82556246465758,0.357754776337778,1.48022257760015,NA,-0.386922800716744
"125",-9.1,61.7,-1.27900907742863,-1.93110390073887,0.376511480810339,1.31988777198145,NA,-0.400679190131281
"126",-8.9,61.7,-1.33409811343896,-1.99086481456717,0.393017829642297,1.14695849172758,NA,-0.404060728827483
"127",-8.7,61.7,-1.29275224009072,-1.84536312277342,0.425640798154406,1.32240904550167,NA,-0.401048825857786
"128",-8.5,61.7,-1.23115694867218,-1.23327218240585,0.442022327699489,1.33847091013961,NA,-0.41559777894365
"129",-8.3,61.7,-1.27557519871935,-0.73361053949049,0.460749847152971,0.747693742631582,NA,-0.373715837254964
"130",-8.1,61.7,-1.32603377270159,-0.342074145836,0.491270794253388,0.0132980213387853,NA,-0.351160407615109
"131",-7.9,61.7,-1.26462861928813,-0.37601527874012,0.514294356028061,-0.008953131670986,NA,-0.349424426220601
"132",-7.7,61.7,-1.26506993924542,-0.393869548954052,0.528999883961295,-0.0341898438879388,NA,-0.374086334307548
"133",-7.5,61.7,-1.41680160165188,-0.361673708735738,0.549347546755507,-0.158358832722595,NA,-0.400764100565874
"134",-7.3,61.7,-1.66863839356915,-0.29852055066384,0.578310900079524,-0.176292750530597,NA,-0.41106321004218
"135",-7.1,61.7,-1.89438192558452,-0.182287953484277,0.674024663603078,0.179686840433788,NA,-0.417337468972764
"136",-6.9,61.7,-1.9739428515526,-0.141565387484136,0.869942869328676,-0.7647050937391,NA,-0.382882364128938
"137",-6.7,61.7,-2.0363367407805,-0.142522212168945,0.966348698033645,-0.519951061159704,NA,-0.339621564304791
"138",-6.5,61.7,-1.87865855025673,-0.236260996067176,0.821906543593526,0.00439940554684418,NA,-0.371130754339987
"139",-6.3,61.7,-1.65173519716812,-0.304429461647951,0.682788003332849,-0.0144372770287138,NA,-0.379468331403153
"140",-6.1,61.7,-1.5790752995777,-0.366018986568322,0.59228917578427,0.515055234725408,NA,-0.376720695107519
"141",-5.9,61.7,-1.49140788267845,-0.452350444428214,0.559565908731334,1.03822981241581,NA,-0.382025062371108
"142",-5.7,61.7,-1.5218310186127,-0.501009841415115,0.561475320777719,1.04867884996361,NA,-0.397189315246949
"143",-5.5,61.7,-1.55396883458827,-0.504966322480169,0.547744547494403,0.970722240952951,NA,-0.400118659554387
"144",-5.3,61.7,-1.51575790584014,-0.506578206553426,0.521756365395065,0.939358129952967,NA,-0.397747543312533
"145",-5.1,61.7,-1.43647703634233,-0.517908440756507,0.489337535959516,0.863049599695242,NA,-0.364449181081619
"146",-4.9,61.7,-1.40331747188942,-0.6436408349423,0.476119525132372,0.842179466736387,NA,-0.343681707488
"147",-4.7,61.7,-1.42959540088612,-0.926837574043746,0.476114397741752,0.621641216081072,NA,-0.340041116667397
"148",-4.5,61.7,-1.41712808490094,-1.59720128988961,0.451682396832791,0.586944530751727,NA,-0.363388602141532
"149",-4.3,61.7,-1.30292195557257,-2.24201116879581,0.431925856870207,0.547513394719648,NA,-0.386627759301409
"150",-4.1,61.7,-1.27341675911799,-2.51283948806007,0.405499541689551,0.637645976166958,NA,-0.394159701165951
"151",-3.9,61.7,-1.27773029346225,-2.64807678668542,0.397917008005624,0.7781362271167,NA,-0.411805423973908
"152",-3.7,61.7,-1.30294448372817,-2.81604350392343,0.39899731927886,0.582140930036786,NA,-0.404514854786829
"153",-3.5,61.7,-1.30531619135644,-2.87111988241048,0.396083906121472,0.486587454729126,NA,-0.406474746474414
"154",-3.3,61.7,-1.20053799121937,-2.8729124756396,0.39416745595856,0.37913282673063,NA,-0.367413645650676
"155",-3.1,61.7,-1.1759808582605,-2.87895351670335,0.388818497475874,0.402516603309858,NA,-0.386473826494062
"156",-2.9,61.7,-1.19231544102647,-2.88135930933266,0.386593259530719,0.515445099364408,NA,-0.395627022504671
"157",-2.7,61.7,-1.17064024880928,-2.88129540605638,0.390583055710674,0.553979494928372,NA,-0.390532099781075
"158",-2.5,61.7,-1.19218833080788,-2.88054327591337,0.396929359188812,0.592316757249047,NA,-0.375973861667603
"159",-2.3,61.7,-1.11542454648505,-2.88042000974769,0.404136323401781,0.511995575423324,NA,-0.373264310147702
"160",-2.1,61.7,-1.14483660165414,-2.88304690818677,0.412168924602757,0.455930983846508,NA,-0.37016139619254
"161",-1.9,61.7,-1.15002312060621,-2.89435692943094,0.418797901783766,0.421502996091656,NA,-0.368195572603332
"162",-1.7,61.7,-0.999798080575453,-2.85898079436211,0.434149362867235,0.152303813188176,NA,-0.357129354679687
"163",-1.5,61.7,-0.902205909596857,-2.16613464582813,0.451572612533961,0.0156779378629185,NA,-0.342035215690503
"164",-1.3,61.7,-0.874974597171277,-1.05582691914524,0.465143303102645,0.0488555875615808,NA,-0.358357989840466
"165",-1.1,61.7,-0.720283757460648,-0.438333642576595,0.47272737686426,0.136355375447386,NA,-0.349872888359814
"166",-0.899999999999999,61.7,-0.652789780327531,-0.133769735671786,0.48573874961693,0.325790939529248,NA,-0.34200806371444
"167",-0.699999999999999,61.7,-0.663583220887148,-0.0257987658145886,0.497426768063059,0.324011784195555,NA,-0.311073468662826
"168",-0.5,61.7,-0.791711817647662,0.0155420643434729,0.485652793499187,0.48464971661644,NA,-0.283680081636184
"169",-0.299999999999999,61.7,-0.819199299880305,0.0222547990108349,0.482465755067983,0.811357385347763,NA,-0.274810178033753
"170",-0.0999999999999996,61.7,-0.752710072939935,0.00930803659111845,0.468739635039561,0.969202162894504,NA,-0.312952496780937
"171",0.100000000000001,61.7,-0.771829011392252,-0.00889247974945403,0.441551615539054,0.897305830365428,NA,-0.304102412218807
"172",0.300000000000001,61.7,-0.629075762596914,-0.0556057862949345,0.445661887507804,0.798659855077983,NA,-0.305307107628601
"173",0.5,61.7,-0.845122310648151,-0.0773485912034497,0.450793987258376,0.810559021914111,NA,-0.290666178713309
"174",0.700000000000001,61.7,-0.936652870308495,-0.0855011907896465,0.458723473632075,0.812043502578214,NA,-0.275275898931878
"175",0.9,61.7,-0.944189793718097,-0.0866767406974384,0.463957052259465,0.725038678180401,NA,-0.229933818645758
"176",1.1,61.7,-0.816209709067823,-0.122528007620785,0.460978884660082,0.58211960708552,NA,-0.214241320439351
"177",1.3,61.7,-0.752818487865346,-0.136573065878819,0.454616635636852,0.566977643898413,NA,-0.220531389357761
"178",1.5,61.7,-0.69287962223844,-0.101887342894753,0.455367977486782,0.74616087638855,NA,-0.193230840407121
"179",1.7,61.7,-0.646138049243074,-0.149091235238183,0.448555019795317,0.73679276851567,NA,-0.130901951182816
"180",1.9,61.7,-0.829012186930709,-0.188322538260302,0.430613329687726,0.47260339960049,NA,-0.103787444650661
"181",2.1,61.7,-0.934596006329604,-0.285459097505433,0.416087144681834,-0.0119706418179745,NA,-0.123156002326453
"182",2.3,61.7,-0.907095605609556,-0.371258664548794,0.381125048556047,-0.168855327123674,NA,-0.138557922859013
"183",2.5,61.7,-0.993639436188918,-0.512747022235742,0.342741940020029,-0.34065413624729,NA,-0.127783896049569
"184",2.7,61.7,-0.796049903887802,-0.585078448880909,0.24069590264241,-0.545056976603808,NA,-0.13629547941488
"185",2.9,61.7,-0.872955513335659,-0.620686744400982,0.0675764419346668,-0.734810549300765,NA,-0.115229578069142
"186",3.1,61.7,-0.939923702859551,-0.660899672258502,0.00705692313153778,-0.779138927896703,NA,-0.123446656900622
"187",3.3,61.7,-1.01674205045754,-0.633639907134986,-0.161448481942503,-0.873090064043647,NA,-0.126248080754229
"188",3.5,61.7,-0.936439153575259,-0.577699702847877,-0.728989045299882,-0.915561596170699,NA,-0.123483313492518
"189",3.7,61.7,-0.756077570784821,-0.556244680329071,-1.45507635337854,-0.892612921362824,NA,-0.134389598406687
"190",3.9,61.7,-0.673785885372964,-0.552253035956994,-1.82879966861431,-0.849332723432392,NA,-0.118882949083865
"191",4.1,61.7,-0.720723996936829,-0.546150460010658,-1.94050880644383,-0.867542007857764,NA,-0.109677614995564
"192",4.3,61.7,-0.903636692284511,-0.537694154981178,-2.09365298514605,-0.879595119939245,NA,-0.0705646925727051
"193",4.5,61.7,-0.947551149623785,-0.427298918979737,-2.00920766359433,-0.829985121925357,NA,-0.0179524477341589
"194",4.7,61.7,-0.817864497029151,-0.148635692891332,-1.93097578101528,-0.957309290984901,NA,0.103146314663216
"195",4.9,61.7,-0.658586167360633,NA,NA,NA,NA,0.203903860152345
"196",5.1,61.7,-0.160826134706003,NA,NA,NA,NA,NA
"197",5.3,61.7,0.249843927117184,NA,NA,NA,NA,NA
"198",5.5,61.7,0.533987713894361,NA,NA,NA,NA,NA
"199",5.7,61.7,0.561317605465986,NA,NA,NA,NA,NA
"200",5.9,61.7,1.01350351961463,NA,NA,NA,NA,NA
"201",6.1,61.7,-3.35710892769127,NA,NA,NA,NA,NA
"202",6.3,61.7,-5.77643841203245,NA,NA,NA,NA,NA
"203",6.5,61.7,-6.13828352449755,NA,NA,NA,NA,NA
"204",6.7,61.7,NA,NA,NA,NA,NA,NA
"205",6.9,61.7,NA,NA,NA,NA,NA,NA
"206",7.1,61.7,NA,NA,NA,NA,NA,NA
"207",7.3,61.7,NA,NA,NA,NA,NA,NA
"208",7.5,61.7,NA,NA,NA,NA,NA,NA
"209",7.7,61.7,NA,NA,NA,NA,NA,NA
"210",7.9,61.7,NA,NA,NA,NA,NA,NA
"211",-12.9,61.5,-0.954375989009984,-1.51630020717101,0.264136705405486,2.16079181960671,-1.87353560040087,-0.378141641998534
"212",-12.7,61.5,-1.09577661098019,-1.47601932871474,0.274453949750258,1.7887066102655,-1.8591381818489,-0.355705606360955
"213",-12.5,61.5,-0.987910357302507,-1.41792014589064,0.28857871599274,1.31108658793979,-1.82432827684258,-0.352850210346569
"214",-12.3,61.5,-0.985359899655175,-1.40368253234462,0.312706178645479,1.16500771294423,-1.77951291716949,-0.378289109503633
"215",-12.1,61.5,-0.918907433568655,-1.40963893730073,0.327071421598015,1.67421279928869,-1.68672452259165,-0.351478621080602
"216",-11.9,61.5,-0.950196791782907,-1.39282658766955,0.333895206283566,2.64185359871462,-1.68832906655969,-0.370338923954199
"217",-11.7,61.5,-1.02480914175853,-1.36044894916111,0.332760740001485,3.23510746923877,-1.44302922239353,-0.38931709904291
"218",-11.5,61.5,-1.10776650449895,-1.39896683528643,0.338964733527999,3.73196487988258,-1.29911718940678,-0.418618439628245
"219",-11.3,61.5,-0.957342049073836,-1.4210862232667,0.338353491911091,3.8242591220348,-1.52780252900977,-0.419174367721924
"220",-11.1,61.5,-0.919796499851976,-1.65327684967889,0.336756127289148,3.36756843181945,-1.61491247302528,-0.427064996662086
"221",-10.9,61.5,-0.941173201986811,-1.66232190448342,0.334638884883044,3.27824414721572,-1.53382182424458,-0.385230747766768
"222",-10.7,61.5,-0.959040705315694,-1.58300387940835,0.332248857524417,2.44222248557017,-1.45726199915578,-0.406415101135268
"223",-10.5,61.5,-0.958536560666676,-1.45551819534009,0.332799971029812,1.8055188168175,-1.42024604738008,-0.397293535537382
"224",-10.3,61.5,-0.958350605831689,-1.20342058078892,0.330422464461403,1.5941924346759,-1.41190915982469,-0.387279319250556
"225",-10.1,61.5,-1.05865091936936,-1.00564205306761,0.320517122553757,1.49909818399811,-1.46289124385275,-0.413006873412609
"226",-9.9,61.5,-1.04716639760031,-0.930141980474896,0.316571287481073,1.41105917872407,-1.38280917420968,-0.413568841909316
"227",-9.7,61.5,-1.04102225062806,-0.902960541954797,0.32050137634107,1.85742922815277,-1.26345919286562,-0.377042572166406
"228",-9.5,61.5,-1.1257801643293,-0.775630283425774,0.340480497346351,2.31647337545085,-0.889056412178054,-0.374977191760401
"229",-9.3,61.5,-1.21233987231439,-0.602583422228102,0.360788069206104,2.17966703010236,-0.594056479777833,-0.386970922240538
"230",-9.1,61.5,-1.3071940216092,-0.517882624039634,0.37423482194325,1.69071016430955,-0.412760857176481,-0.382655446053773
"231",-8.9,61.5,-1.30136435836621,-0.456487457967365,0.374561269250969,1.20071918922715,-0.285151145281523,-0.396456573214484
"232",-8.7,61.5,-1.30285186951088,-1.09331313822785,0.374864919043405,0.912633425648285,-0.384760415468412,-0.41211717891051
"233",-8.5,61.5,-1.19768144893832,-2.21467602183,0.393452935677683,1.64065221080769,-0.72520755583182,-0.43580811730363
"234",-8.3,61.5,-1.1654240387872,-2.24131641577494,0.440879249684952,1.97200827718033,-1.02376471811117,-0.440266045114413
"235",-8.1,61.5,-1.16743315281978,-1.02067658285905,0.461230286461888,1.24228990359326,-0.638840444929186,-0.405277519992463
"236",-7.9,61.5,-1.17356896122578,-0.477225816049197,0.471852749526989,0.572939908299295,-0.1594198083889,-0.366620418546322
"237",-7.7,61.5,-1.17399936096158,-0.427548743637095,0.476622288428558,0.247310167785632,0.167269545806719,-0.363629969166812
"238",-7.5,61.5,-1.30177504110615,-0.408782709004219,0.493380044665251,-0.112079409488448,0.304666038935804,-0.364881336227983
"239",-7.3,61.5,-1.65621403778346,-0.319353302413225,0.529206227363833,-0.265236190304713,0.203513666563959,-0.397445468260407
"240",-7.1,61.5,-1.93738592901934,-0.215547986714976,0.662106829025624,0.074993305665495,0.185785774482842,-0.431570923481395
"241",-6.9,61.5,-1.85669376851945,-0.173929281002845,0.85898651216929,-0.542673838598689,0.310493080115188,-0.379617666705478
"242",-6.7,61.5,-1.90467327762395,-0.125422106963542,0.901129111919185,-0.50402441442791,0.352822202093527,-0.391437926265489
"243",-6.5,61.5,-1.83722274636322,-0.271840314185412,0.69815155130753,0.304495481800165,0.128080289935457,-0.38343505521112
"244",-6.3,61.5,-1.58834145050267,-0.370071513230817,0.582908591136368,0.460961000901889,0.00955523770883111,-0.365861161315698
"245",-6.1,61.5,-1.51514725363837,-0.461387348376562,0.553484782355747,0.837748939144975,0.0736003954086368,-0.366654400133888
"246",-5.9,61.5,-1.50483930883953,-0.515651522159423,0.544120915478226,0.836071559014807,0.0532086020135111,-0.38551465894447
"247",-5.7,61.5,-1.49939382646379,-0.539655323051356,0.521897159887111,0.912235001308878,0.0594278250470384,-0.385694659300746
"248",-5.5,61.5,-1.54965760255308,-0.539041704000797,0.498485315436006,0.934817079206458,0.0476298723021783,-0.397732031146869
